domestic_revenue,foreign_revenue,genre,release_year,worldwide_revenue
215409889.0,330978219.0,"Adventure, Action, Thriller",2000,546388108.0
187705427.0,272878533.0,"Action, Drama, Adventure",2000,460583960.0
233632142.0,196000000.0,"Adventure, Drama",2000,429632142.0
182811707.0,191300000.0,"Comedy, Romance",2000,374111707.0
137748063.0,212074702.0,"Animation, Family, Adventure",2000,349822765.0
260745620.0,85096578.0,"Family, Comedy, Fantasy",2000,345842198.0
166244045.0,164200000.0,"Comedy, Romance",2000,330444045.0
182618434.0,146100000.0,"Action, Adventure, Drama, Thriller",2000,328718434.0
157299718.0,139039810.0,"Adventure, Action, Science Fiction",2000,296339528.0
155464351.0,135956000.0,"Drama, Horror, Mystery, Thriller",2000,291420351.0
157019771.0,121000000.0,Comedy,2000,278019771.0
125305545.0,138800000.0,"Action, Adventure, Comedy, Crime, Thriller",2000,264105545.0
125595205.0,130676081.0,Drama,2000,256271286.0
95011339.0,153106782.0,"Thriller, Drama, Mystery",2000,248118121.0
101648571.0,135553728.0,"Action, Crime, Thriller",2000,237202299.0
106834564.0,118000000.0,"Animation, Comedy, Family",2000,224834564.0
69243859.0,146420000.0,"Adventure, Action, Thriller",2000,215663859.0
113330342.0,101964000.0,"Drama, History, War, Action",2000,215294342.0
128078872.0,85446864.0,"Adventure, Drama, Action, Romance",2000,213525736.0
106807667.0,105935053.0,"Comedy, Crime, Action",2000,212742720.0
124115725.0,83400000.0,"Thriller, Drama, Crime",2000,207515725.0
73209340.0,117004115.0,"Action, Science Fiction, Thriller",2000,190213455.0
66957026.0,116654745.0,"Family, Comedy",2000,183611771.0
117559438.0,56400000.0,"Crime, Comedy",2000,173959438.0
89302687.0,80025000.0,"Adventure, Animation, Comedy, Family, Fantasy",2000,169327687.0
123309890.0,43030000.0,"Fantasy, Comedy, Romance, Science Fiction",2000,166339890.0
89143175.0,72691101.0,"Horror, Mystery",2000,161834276.0
71509363.0,81190583.0,"Comedy, Drama, Romance",2000,152699946.0
90570999.0,58700000.0,Comedy,2000,149270999.0
39785027.0,104271846.0,"Drama, Adventure, Romance, Thriller",2000,144056873.0
115654751.0,21051932.0,Drama,2000,136706683.0
43758684.0,90190586.0,"Adventure, Fantasy, Animation, Science Fiction, Family",2000,133949270.0
90464773.0,38419359.0,"Action, Adventure, Thriller",2000,128884132.0
77122415.0,50544000.0,"War, Action, Adventure",2000,127666415.0
75793305.0,48951778.0,"Comedy, Drama, Romance, Fantasy",2000,124745083.0
68540777.0,51213501.0,"Comedy, Adventure",2000,119754278.0
60786269.0,53130205.0,"Comedy, Drama, Music, Romance",2000,113916474.0
53331147.0,59549147.0,Horror,2000,112880294.0
60883407.0,50100000.0,"Science Fiction, Adventure, Thriller",2000,110983407.0
69691949.0,40625631.0,"Comedy, Drama",2000,110317580.0
21995263.0,87285000.0,"Drama, Comedy, Music",2000,109280263.0
70334258.0,36862240.0,"Action, Adventure, Crime, Thriller",2000,107196498.0
57262492.0,49109159.0,"Comedy, Crime",2000,106371651.0
61334059.0,42821784.0,"Horror, Science Fiction, Thriller",2000,104155843.0
76507756.0,26783375.0,"Family, Animation, Adventure, Comedy",2000,103291131.0
56937502.0,42336965.0,"Adventure, Action, Comedy, Western",2000,99274467.0
45554533.0,50605267.0,"Animation, Family, Comedy",2000,96159800.0
34604280.0,61481197.0,"Science Fiction, Action, Mystery, Drama",2000,96085477.0
55973336.0,35063424.0,"Action, Crime, Thriller",2000,91036760.0
60655420.0,30219150.0,"Animation, Family, Music",2000,90874570.0
37761915.0,52964753.0,"Drama, Romance",2000,90726668.0
68379000.0,22070929.0,Comedy,2000,90449929.0
37886980.0,52496228.0,"Fantasy, Comedy, Romance",2000,90383208.0
30328156.0,53229716.0,"Crime, Comedy",2000,83557872.0
48818921.0,33524574.0,Drama,2000,82343495.0
51804714.0,28245050.0,"Drama, History",2000,80049764.0
50863742.0,25568985.0,"Family, Adventure, Animation, Comedy, Fantasy",2000,76432727.0
46729800.0,26450923.0,"Comedy, Romance",2000,73180723.0
45512588.0,26355739.0,"Adventure, Comedy, Crime",2000,71868327.0
61335230.0,10397073.0,"War, Drama",2000,71732303.0
45010278.0,23095967.0,"Science Fiction, Thriller",2000,68106245.0
34592089.0,31987801.0,"History, Thriller",2000,66579890.0
32598931.0,30162074.0,"Thriller, Action, Drama",2000,62761005.0
60020107.0,2444624.0,"Comedy, Family, Adventure",2000,62464731.0
37170488.0,25028457.0,"Comedy, Drama",2000,62198945.0
626164.0,60100000.0,"Action, Comedy",2000,60726164.0
37047880.0,22897303.0,"Comedy, Romance",2000,59945183.0
57328603.0,2498725.0,Comedy,2000,59827328.0
35268275.0,24200000.0,"Comedy, Family, Romance",2000,59468275.0
39464775.0,18827520.0,"Comedy, Fantasy",2000,58292295.0
33519628.0,22187783.0,Drama,2000,55707411.0
36805288.0,16620004.0,"Drama, Romance",2000,53425292.0
39240659.0,13947000.0,"Thriller, Science Fiction, Action",2000,53187659.0
36050230.0,15829814.0,"Drama, Comedy",2000,51880044.0
35046120.0,15756000.0,"Crime, Drama, Thriller",2000,50802120.0
44737059.0,5317452.0,Comedy,2000,50054511.0
26437094.0,21300000.0,"Mystery, Thriller, Horror",2000,47737094.0
32534850.0,14848839.0,"Drama, Music",2000,47383689.0
28946615.0,18321214.0,"Mystery, Thriller",2000,47267829.0
27287137.0,19839158.0,"Drama, Comedy, Romance, Music",2000,47126295.0
33022767.0,14030858.0,"Thriller, Horror, Action, Fantasy",2000,47053625.0
12008642.0,32558964.0,"Horror, Drama, Thriller, Mystery",2000,44567606.0
33772838.0,7090880.0,"Comedy, Drama, Romance",2000,40863718.0
29381494.0,11061516.0,"Drama, Horror, Thriller, Crime",2000,40443010.0
30208599.0,10191826.0,"Crime, Action, Adventure",2000,40400425.0
4184036.0,35847843.0,"Drama, Crime",2000,40031879.0
30919168.0,8540259.0,"Drama, Fantasy",2000,39459427.0
21468807.0,17105555.0,"Horror, Mystery, Thriller",2000,38574362.0
38182790.0,0.0,"Comedy, Documentary",2000,38182790.0
22753426.0,14001208.0,"Animation, Action, Science Fiction, Family, Adventure",2000,36754634.0
32722798.0,3887197.0,"Romance, Comedy",2000,36609995.0
34134641.0,1413120.0,"Comedy, Drama, Family",2000,35547761.0
26005820.0,9129000.0,"Family, Adventure, Animation, Comedy, Fantasy",2000,35134820.0
15070285.0,19196279.0,"Thriller, Drama, Crime",2000,34266564.0
15391970.0,18586724.0,"Drama, Adventure, Fantasy",2000,33978694.0
17480890.0,15983079.0,"Thriller, Action, Science Fiction",2000,33463969.0
19393557.0,14033031.0,"Comedy, Drama",2000,33426588.0
23368995.0,8799975.0,"Thriller, Action, Crime",2000,32168970.0
16815253.0,14540657.0,"Horror, Thriller, Drama",2000,31355910.0
17266359.0,12668118.0,"Comedy, Crime",2000,29934477.0
21471685.0,8253978.0,"Science Fiction, Action, Adventure",2000,29725663.0
25170054.0,4190346.0,"Comedy, Crime, Thriller",2000,29360400.0
16970581.0,11809674.0,"Crime, Drama, Thriller",2000,28780255.0
13572400.0,14393465.0,"Family, Adventure, Comedy, Fantasy",2000,27965865.0
27459615.0,268503.0,"Comedy, Drama, Romance",2000,27728118.0
15627434.0,11910925.0,"Drama, Family, Music, Fantasy",2000,27538359.0
17200925.0,9185016.0,"Drama, Music",2000,26385941.0
12178602.0,14151880.0,"Crime, Comedy",2000,26330482.0
21799652.0,4050963.0,"Comedy, Drama, Romance",2000,25850615.0
20069008.0,4350906.0,"Comedy, Drama, Romance",2000,24419914.0
14990582.0,9372190.0,"Comedy, Drama, Romance",2000,24362772.0
13113041.0,9731250.0,"Comedy, Drama, Romance",2000,22844291.0
17872723.0,4489088.0,"Drama, Thriller",2000,22361811.0
18650521.0,2618011.0,Documentary,2000,21268532.0
18715392.0,2074164.0,Comedy,2000,20789556.0
15933506.0,3814503.0,"Animation, Drama, Family",2000,19748009.0
14967182.0,4445811.0,"Action, Drama, Thriller, Crime",2000,19412993.0
18661336.0,0.0,"Mystery, Thriller, Horror",2000,18661336.0
15618626.0,2786080.0,"Comedy, Romance",2000,18404706.0
15540353.0,2593142.0,"Drama, Romance, Western",2000,18133495.0
7065332.0,10923895.0,Drama,2000,17989227.0
11253900.0,5400000.0,"Animation, Comedy, Family, Fantasy, Science Fiction",2000,16653900.0
9631153.0,7012038.0,"Fantasy, Animation, Science Fiction, Family",2000,16643191.0
4544753.0,11804815.0,"Comedy, Drama, Romance",2000,16349568.0
15506764.0,400000.0,"Comedy, Crime, Mystery",2000,15906764.0
12811858.0,3031750.0,"Action, Adventure, Fantasy",2000,15843608.0
15325127.0,146842.0,"Action, Thriller, Crime",2000,15471969.0
14230455.0,597626.0,"Science Fiction, Horror, Thriller",2000,14828081.0
3448233.0,11045051.0,Drama,2000,14493284.0
6651522.0,7748805.0,"Romance, Drama, Adventure",2000,14400327.0
6291602.0,7854075.0,"Comedy, Drama, Romance, Science Fiction",2000,14145677.0
13616610.0,126602.0,Comedy,2000,13743212.0
13400161.0,0.0,Documentary,2000,13400161.0
13023075.0,82778.0,"Action, Comedy, Crime",2000,13105853.0
6055661.0,7014079.0,"Action, Crime, Drama, Thriller",2000,13069740.0
5108820.0,7482450.0,"Mystery, Thriller",2000,12591270.0
12394327.0,58035.0,"Action, Comedy",2000,12452362.0
11555430.0,0.0,"Action, Comedy",2000,11555430.0
9416804.0,1825717.0,Drama,2000,11242521.0
8293784.0,2861430.0,"Drama, Horror",2000,11155214.0
10042516.0,847706.0,"Comedy, Crime",2000,10890222.0
10522168.0,350980.0,"Romance, Drama",2000,10873148.0
8598593.0,1960377.0,"Drama, History",2000,10558970.0
9660.0,10492298.0,"Horror, Thriller",2000,10501958.0
4906229.0,5503148.0,Drama,2000,10409377.0
5020111.0,5174163.0,"Comedy, Drama, Romance, Fantasy",2000,10194274.0
10037390.0,0.0,"Action, Adventure, Science Fiction",2000,10037390.0
8745680.0,1156435.0,"Drama, Comedy, Romance",2000,9902115.0
9832166.0,0.0,"Action, Comedy, Romance",2000,9832166.0
5318679.0,4401169.0,"Comedy, Romance",2000,9733455.0
3308029.0,6072444.0,"Crime, Drama",2000,9380473.0
6944471.0,2261808.0,"Comedy, Drama",2000,9206279.0
4242892.0,4284625.0,Drama,2000,8527517.0
2092682.0,5641212.0,"Drama, Crime, Music, Science Fiction",2000,7733894.0
0.0,7625967.0,"Comedy, Romance",2000,7625967.0
3635482.0,3754626.0,"Crime, Drama",2000,7390108.0
5661798.0,1581871.0,"Comedy, Crime, Drama",2000,7243669.0
7027345.0,174356.0,"Action, Comedy",2000,7201701.0
6201143.0,873925.0,"Drama, Thriller",2000,7075068.0
4739023.0,1881219.0,"Comedy, Drama, Music",2000,6620242.0
0.0,5995963.0,Comedy,2000,5995963.0
5277299.0,264132.0,"Comedy, Romance, Crime",2000,5541431.0
5280035.0,0.0,"Drama, Mystery, Thriller",2000,5280035.0
3043284.0,2121120.0,"Drama, Romance",2000,5164404.0
0.0,5058355.0,Comedy,2000,5058355.0
4159986.0,615023.0,"Comedy, Romance",2000,4775009.0
4705631.0,0.0,Comedy,2000,4705631.0
4342203.0,63827.0,"Comedy, Romance",2000,4406030.0
1070000.0,3209351.0,"Drama, Romance",2000,4279351.0
4177818.0,0.0,"Drama, Romance",2000,4177818.0
1823297.0,2245964.0,"Comedy, Drama, Romance",2000,4069261.0
0.0,4026949.0,Comedy,2000,4026949.0
0.0,3920489.0,"Animation, Family, Adventure",2000,3920489.0
2933161.0,806952.0,"Drama, Romance",2000,3740113.0
3165544.0,563344.0,"Comedy, Drama",2000,3728888.0
3440228.0,108328.0,Drama,2000,3548556.0
1638202.0,1583078.0,"Action, Comedy, Romance, Thriller",2000,3221280.0
3157348.0,12582.0,"Comedy, Drama",2000,3169930.0
2962465.0,40831.0,"Comedy, Drama",2000,3003296.0
0.0,2870533.0,Comedy,2000,2870533.0
0.0,2760019.0,"Action, Comedy, Crime",2000,2760019.0
1817216.0,907379.0,"Family, Drama",2000,2724595.0
2637726.0,0.0,Drama,2000,2637726.0
2205627.0,389589.0,"Comedy, Romance",2000,2595216.0
2274979.0,188671.0,"Comedy, Drama",2000,2463650.0
2321029.0,0.0,"Drama, Romance",2000,2321029.0
1157764.0,993165.0,"Comedy, Drama",2000,2150929.0
1069540.0,1041740.0,Drama,2000,2111280.0
0.0,2061924.0,Drama,2000,2061924.0
1577287.0,469146.0,Drama,2000,2046433.0
1746585.0,272536.0,"Comedy, Drama, Romance",2000,2019121.0
1284646.0,676898.0,"Crime, Comedy, Action",2000,1961544.0
1712385.0,0.0,Documentary,2000,1712385.0
1708839.0,0.0,"Drama, Comedy, Romance",2000,1708839.0
1565852.0,100176.0,Drama,2000,1666028.0
317575550.0,657179821.0,"Adventure, Fantasy",2001,974755371.0
313364114.0,555021246.0,"Adventure, Fantasy, Action",2001,868385360.0
255873250.0,272900000.0,"Animation, Comedy, Family",2001,528773250.0
267851831.0,216744207.0,"Animation, Comedy, Fantasy, Adventure, Family",2001,484596038.0
183417150.0,267300000.0,"Thriller, Crime",2001,450717150.0
198542554.0,250678391.0,"War, History, Romance, Drama, Action",2001,449220945.0
202019785.0,230993489.0,"Adventure, Action, Fantasy",2001,433013274.0
181171875.0,187608934.0,"Adventure, Action, Thriller, Science Fiction",2001,368780809.0
180011740.0,182200000.0,"Thriller, Science Fiction, Action, Adventure",2001,362211740.0
165092268.0,186600000.0,"Crime, Drama, Thriller",2001,351692268.0
226164286.0,121161516.0,"Action, Comedy, Crime",2001,347325802.0
170742341.0,142800000.0,"Drama, Romance",2001,313542341.0
145103595.0,142450000.0,"Comedy, Romance",2001,287553595.0
71543427.0,210386368.0,"Comedy, Romance, Drama",2001,281929795.0
10055859.0,264869236.0,"Animation, Family, Fantasy",2001,274925095.0
131168070.0,143535270.0,"Adventure, Fantasy, Action, Thriller",2001,274703340.0
78616689.0,157309863.0,"Drama, Science Fiction, Adventure",2001,235926552.0
96522687.0,113424350.0,"Horror, Mystery, Thriller",2001,209947037.0
144533925.0,62750000.0,"Action, Crime, Thriller",2001,207283925.0
100618344.0,102769997.0,"Science Fiction, Romance, Drama, Fantasy, Thriller, Mystery",2001,203388341.0
93385515.0,107301977.0,"Family, Comedy",2001,200687492.0
84056472.0,101997253.0,"Animation, Family, Adventure, Science Fiction",2001,186053725.0
57386607.0,121826827.0,"Drama, Romance, Music",2001,179213434.0
112952899.0,63151445.0,"Comedy, Family, Romance, Fantasy",2001,176104344.0
33225499.0,140696455.0,"Comedy, Romance",2001,173921954.0
108638745.0,64350906.0,"Action, War, History",2001,172989651.0
108248956.0,57086197.0,"Comedy, Family, Romance",2001,165335153.0
112719001.0,35215179.0,"Action, Comedy, Family, Adventure",2001,147934180.0
66845033.0,81000000.0,"Action, Comedy, Crime, Romance",2001,147845033.0
69772969.0,77307444.0,"Action, Crime, Thriller",2001,147080413.0
62362560.0,80687000.0,"Action, Crime, Thriller",2001,143049560.0
96520674.0,45254005.0,"Comedy, Romance",2001,141774679.0
71308997.0,69911681.0,Comedy,2001,141220678.0
70839203.0,70230657.0,"Comedy, Romance",2001,141069860.0
93607673.0,44700000.0,"Comedy, Romance",2001,138307673.0
91057006.0,40649803.0,"Drama, Family, Romance, Music",2001,131706809.0
56569702.0,60917771.0,"Adventure, Drama, Romance, Action",2001,117487473.0
71107711.0,42472207.0,"Action, Crime, Thriller, Mystery",2001,113579918.0
74078174.0,31100387.0,"Crime, Mystery, Thriller, Action",2001,105178561.0
76631907.0,28244326.0,"Action, Crime, Drama",2001,104876233.0
80936232.0,22056304.0,"Family, Adventure, Animation, Comedy, Science Fiction",2001,102992536.0
55001642.0,45018450.0,"Thriller, Mystery",2001,100020092.0
38345494.0,60030798.0,"Comedy, Science Fiction, Action",2001,98376292.0
40311852.0,57506287.0,Drama,2001,97818139.0
51401758.0,45574512.0,"Drama, War, History, Romance",2001,96976270.0
60400856.0,34327673.0,"Comedy, Romance",2001,94728529.0
58856790.0,32896412.0,"Action, Drama, Thriller, War",2001,91753202.0
41308615.0,46445429.0,"Drama, Mystery, Thriller",2001,87754044.0
58203105.0,29510720.0,Drama,2001,87713825.0
56618055.0,28880479.0,"Adventure, Comedy",2001,85498534.0
32131830.0,53000000.0,"Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation",2001,85131830.0
57743062.0,27029680.0,Comedy,2001,84772742.0
52990775.0,30291521.0,"Crime, Drama",2001,83282296.0
51758599.0,28200000.0,"Action, Crime, Thriller",2001,79958599.0
50294317.0,27221987.0,"Comedy, Romance, Drama",2001,77516304.0
47121859.0,28897189.0,"Romance, Comedy, Fantasy",2001,76019048.0
0.0,75482094.0,"Western, Comedy, Adventure",2001,75482094.0
31602566.0,42955549.0,"Horror, Mystery, Thriller",2001,74558115.0
43905746.0,28783380.0,"Action, Science Fiction, Thriller",2001,72689126.0
52364010.0,19077240.0,"Comedy, Drama",2001,71441250.0
64186502.0,7000000.0,"Fantasy, Comedy, Romance",2001,71186502.0
11260096.0,59492808.0,"Adventure, Horror, Action, History",2001,70752904.0
41867960.0,26600000.0,"Horror, Thriller",2001,68467960.0
17052128.0,51359147.0,"Adventure, Fantasy, Animation, Action, Family",2001,68411275.0
41575141.0,26056762.0,"Comedy, Crime",2001,67631903.0
38252284.0,28216048.0,Comedy,2001,66468332.0
25288103.0,40466125.0,"Drama, Romance",2001,65754228.0
50338485.0,14663000.0,"Science Fiction, Drama, Mystery",2001,65001485.0
36845124.0,27592723.0,"Action, Crime, Thriller",2001,64437847.0
25543895.0,36569000.0,"Drama, Romance, War",2001,62112895.0
45172250.0,15608731.0,Comedy,2001,60780981.0
594966.0,59500000.0,"Crime, Mystery, Thriller",2001,60094966.0
37904175.0,21313614.0,"Horror, Thriller, Mystery, Drama",2001,59217789.0
40336607.0,17419801.0,"Comedy, Romance, Crime",2001,57756408.0
24403552.0,31956428.0,"Action, Crime, Thriller",2001,56359980.0
32720065.0,22024673.0,"Action, Drama",2001,54744738.0
45246095.0,9003199.0,"Thriller, Crime, Mystery",2001,54249294.0
6678894.0,43425851.0,Comedy,2001,50104745.0
31273922.0,13635564.0,"Drama, Romance",2001,44909486.0
36706141.0,7754709.0,"Family, Animation",2001,44460850.0
40222729.0,3879660.0,Drama,2001,44102389.0
35930604.0,7438175.0,"Drama, Thriller",2001,43368779.0
33357476.0,9700076.0,"Family, Comedy, Action, Crime",2001,43057552.0
489600.0,42287160.0,"Action, Comedy",2001,42776760.0
33426971.0,6549264.0,"Comedy, Fantasy, Adventure",2001,39976235.0
25544867.0,14178229.0,"Mystery, Thriller",2001,39723096.0
25635682.0,13802992.0,"Adventure, Comedy",2001,39438674.0
13651656.0,25441510.0,"Horror, Thriller",2001,39093166.0
27343067.0,11346873.0,"Comedy, Romance",2001,38689940.0
32269834.0,6194297.0,"Action, Comedy, Crime",2001,38464131.0
27807266.0,9510292.0,"Drama, Romance",2001,37317558.0
20384136.0,16300000.0,"Horror, Thriller",2001,36684136.0
21974919.0,14667919.0,"Mystery, Thriller, Drama",2001,36642838.0
30165536.0,5577772.0,"Comedy, Drama, Romance",2001,35743308.0
16534221.0,18868099.0,"Thriller, Drama, Mystery, Romance",2001,35402320.0
30085147.0,3703014.0,Comedy,2001,33788161.0
13839658.0,19777034.0,"Drama, Romance",2001,33616692.0
27073640.0,5460162.0,"Adventure, Action, Romance",2001,32533802.0
29831583.0,1771476.0,"Adventure, Drama, Action, Comedy, Romance",2001,31603059.0
31178740.0,105000.0,Comedy,2001,31283740.0
27087695.0,3900000.0,"Mystery, Adventure, Comedy, Romance, Drama",2001,30987695.0
24185781.0,6733634.0,Drama,2001,30919415.0
13885966.0,16901390.0,"Comedy, Drama, Romance",2001,30787356.0
24174218.0,5541388.0,"Drama, Romance, Thriller",2001,29715606.0
19733089.0,9686202.0,"Crime, Drama, Mystery, Thriller",2001,29419291.0
28734552.0,647097.0,"Crime, Drama, Romance, Thriller",2001,29381649.0
23510841.0,4999811.0,"Action, Crime, Drama, Thriller",2001,28510652.0
13729742.0,14278720.0,"Drama, Thriller",2001,28008462.0
27457409.0,500782.0,"Comedy, Drama, Romance",2001,27958191.0
18244060.0,9398647.0,"Action, Drama, Thriller",2001,27642707.0
19402030.0,6684676.0,"Comedy, Crime, Romance",2001,26086706.0
23980304.0,1292448.0,"Action, Comedy, Crime",2001,25272752.0
11434216.0,13256225.0,"Drama, Romance",2001,24690441.0
22771646.0,1745126.0,"Comedy, Romance, Family, Drama",2001,24516772.0
6180200.0,18141980.0,Drama,2001,24322180.0
0.0,24272365.0,Comedy,2001,24272365.0
15667270.0,8236521.0,Drama,2001,23903791.0
18150259.0,5469350.0,"Drama, Thriller",2001,23619609.0
13558739.0,9872027.0,"Comedy, Romance",2001,23430766.0
23249649.0,146400.0,"Comedy, Drama",2001,23396049.0
22235901.0,155549.0,"Comedy, Romance",2001,22391450.0
924651.0,20568700.0,Documentary,2001,21493351.0
5408467.0,15500000.0,"Drama, Thriller",2001,20908467.0
7220243.0,12897096.0,"Thriller, Drama, Mystery",2001,20117339.0
16937988.0,3000000.0,"Drama, Romance",2001,19937988.0
11576464.0,8323902.0,"Comedy, Romance",2001,19900366.0
19753553.0,18894.0,"Comedy, Romance",2001,19772447.0
15553324.0,4059892.0,Documentary,2001,19613216.0
17008282.0,2325863.0,"Music, Drama, Comedy",2001,19334145.0
16025437.0,3235100.0,"Drama, Romance, Thriller",2001,19260537.0
7504257.0,11412366.0,"Crime, Drama",2001,18916623.0
7517191.0,11397116.0,"Comedy, Crime, Romance",2001,18914307.0
15749959.0,2970216.0,"Action, Adventure, Comedy, Crime, Thriller",2001,18720175.0
17294293.0,1340361.0,"Comedy, Family",2001,18634654.0
0.0,18623382.0,"Action, Adventure, Horror, Fantasy",2001,18623382.0
11328094.0,6867516.0,"Action, Crime, Drama",2001,18195610.0
13121555.0,3830243.0,"Horror, Science Fiction",2001,16951798.0
13305101.0,3603846.0,"Crime, Comedy, Drama",2001,16908947.0
2552992.0,14022082.0,"Comedy, Drama, History",2001,16575074.0
4781539.0,11395193.0,"Comedy, Fantasy, Science Fiction",2001,16176732.0
5594617.0,10559336.0,"Drama, Romance",2001,16153953.0
4623189.0,11124261.0,"Crime, Drama, Mystery",2001,15747450.0
450594.0,14800000.0,"Crime, Drama, Thriller",2001,15250594.0
14271015.0,595000.0,"Comedy, Music",2001,14866015.0
13906394.0,876282.0,Comedy,2001,14782676.0
14694904.0,0.0,"Action, Crime, Drama",2001,14694904.0
1034829.0,13537400.0,"Drama, Comedy, Romance",2001,14572229.0
14254993.0,78259.0,Comedy,2001,14333252.0
13596911.0,429507.0,"Adventure, Animation, Action, Comedy, Family",2001,14026418.0
8709640.0,5301192.0,"Action, Horror, Science Fiction",2001,14010832.0
13342790.0,336123.0,"Western, Action",2001,13678913.0
6290673.0,7182697.0,"Comedy, Crime",2001,13473370.0
0.0,13240767.0,"Fantasy, Action, Thriller, Crime, Science Fiction, Mystery",2001,13240767.0
10424470.0,2702552.0,"Romance, Comedy",2001,13127022.0
5204007.0,7677598.0,"Thriller, Action, Comedy, Crime",2001,12881605.0
2738980.0,10115973.0,"Drama, Romance",2001,12854953.0
183266.0,12629130.0,"Drama, Comedy",2001,12812396.0
4626290.0,7916979.0,"Drama, War",2001,12543269.0
5520393.0,6800000.0,"Comedy, Romance",2001,12320393.0
1016340.0,10751062.0,Drama,2001,11767402.0
0.0,11702020.0,"Comedy, Adventure, Fantasy",2001,11702020.0
0.0,11455141.0,"Drama, Thriller",2001,11455141.0
2902000.0,8427690.0,"Comedy, Drama",2001,11329690.0
0.0,11243547.0,"Animation, Family, Fantasy",2001,11243547.0
0.0,10539779.0,"Action, Animation, Adventure, Fantasy",2001,10539779.0
6719973.0,3652318.0,"Comedy, Romance",2001,10372291.0
97220.0,10269140.0,"Drama, Action, Comedy",2001,10366360.0
10097538.0,131793.0,"Action, Comedy",2001,10229331.0
6946056.0,3099621.0,"Crime, Thriller, Comedy",2001,10045677.0
0.0,10038662.0,Comedy,2001,10038662.0
8823109.0,1208420.0,"Mystery, Thriller, Crime, Drama",2001,10031529.0
280046.0,9026316.0,"Drama, History, Romance",2001,9306362.0
1418314.0,7496437.0,Drama,2001,8914751.0
624757.0,8147938.0,"Comedy, Drama, Romance",2001,8772695.0
6217849.0,2546158.0,"Comedy, Drama",2001,8764007.0
7288451.0,1416400.0,"Horror, Thriller",2001,8704851.0
0.0,8579972.0,Comedy,2001,8579972.0
7316658.0,1062195.0,"Horror, Thriller",2001,8378853.0
0.0,8228560.0,Comedy,2001,8228560.0
0.0,7644361.0,"Crime, Drama, Horror, Thriller",2001,7644361.0
1594779.0,6045901.0,"Drama, Romance",2001,7640680.0
5411999.0,2210366.0,"Adventure, Fantasy, Animation, Comedy, Science Fiction",2001,7622365.0
92770.0,7217436.0,"Comedy, Drama",2001,7310206.0
0.0,6854681.0,Comedy,2001,6854681.0
3921642.0,2863343.0,"Adventure, Drama, Family",2001,6784985.0
1280490.0,5500000.0,"Drama, Romance",2001,6780490.0
1012069.0,5737246.0,"Drama, Romance",2001,6749315.0
1452698.0,5078989.0,"Drama, Mystery",2001,6531687.0
755249.0,5703771.0,"Fantasy, Drama, Horror, Thriller",2001,6459020.0
6047691.0,0.0,"Action, Thriller, Horror, Fantasy",2001,6047691.0
0.0,6042938.0,Drama,2001,6042938.0
0.0,5867304.0,"Family, Adventure, Fantasy",2001,5867304.0
3050532.0,2703146.0,"Romance, Drama",2001,5753678.0
563911.0,5031416.0,"Adventure, Animation, Comedy, Family, Drama",2001,5595327.0
5313300.0,167353.0,"Comedy, Crime",2001,5480653.0
339789881.0,583225353.0,"Adventure, Fantasy, Action",2002,923015234.0
261988482.0,616991152.0,"Adventure, Fantasy",2002,878979634.0
403706375.0,418002176.0,"Action, Science Fiction",2002,821708551.0
302191252.0,343065200.0,"Adventure, Action, Science Fiction",2002,645256452.0
190418803.0,251400000.0,"Action, Comedy, Science Fiction",2002,441818803.0
160942139.0,271028977.0,"Adventure, Action, Thriller",2002,431971116.0
227966634.0,180281283.0,"Drama, Thriller, Science Fiction, Mystery",2002,408247917.0
176387405.0,206869731.0,"Animation, Comedy, Family, Adventure",2002,383257136.0
241438208.0,127305836.0,"Comedy, Drama, Romance",2002,368744044.0
132072926.0,226300000.0,"Science Fiction, Action, Thriller",2002,358372926.0
164615351.0,187498961.0,"Drama, Crime",2002,352114312.0
170687518.0,136089214.0,"Comedy, Crime, Drama",2002,306776732.0
213307889.0,83630912.0,"Comedy, Crime, Science Fiction",2002,296939148.0
142109382.0,135339000.0,"Action, Adventure, Thriller, Crime",2002,277448382.0
153294164.0,122356539.0,"Mystery, Adventure, Comedy",2002,275650703.0
145794338.0,127349813.0,"Animation, Family, Comedy",2002,273144151.0
129128133.0,120220800.0,"Horror, Mystery",2002,249348933.0
116750901.0,126124177.0,"Drama, Music",2002,242875078.0
121661683.0,92372541.0,"Action, Drama, Mystery, Thriller",2002,214034224.0
93149898.0,116046400.0,"Crime, Thriller, Horror",2002,209196298.0
93354851.0,105688391.0,"Comedy, Romance",2002,199043242.0
96397334.0,100000081.0,"Crime, Drama, Thriller",2002,196397415.0
118907036.0,75014336.0,"Thriller, Action, Drama",2002,193921372.0
77812000.0,115960504.0,"Drama, History, Crime",2002,193772504.0
104454762.0,76546716.0,"Crime, Drama, Thriller",2002,181001478.0
127223418.0,53399006.0,"Comedy, Romance",2002,180622424.0
91047077.0,87752231.0,"Action, Adventure, Fantasy, Drama",2002,178799308.0
53710019.0,123685538.0,"Drama, Adventure, Action, History",2002,177395557.0
139236327.0,33618738.0,"Fantasy, Comedy, Family",2002,172855065.0
126293452.0,44976083.0,"Comedy, Romance",2002,171269535.0
64956806.0,105000000.0,"Family, Adventure, Comedy",2002,169956806.0
